period,relative_time,treated_mean,synthetic_control,synthetic_control_adjusted,gap,treatment_group
2023-10-01,-8,4.5105034659960435,4.766312341449443,4.741060194324379,-0.2305567283283354,beef
2023-11-01,-7,4.956559300183266,4.898311046142396,4.873058899017332,0.08350040116593416,beef
2023-12-01,-6,4.935611616353571,4.797979553932265,4.772727406807201,0.16288420954636962,beef
2024-01-01,-5,4.431448295570272,4.625442251891764,4.6001901047667,-0.1687418091964279,beef
2024-02-01,-4,4.6362657647608785,4.679496388262104,4.6542442411370395,-0.017978476376161012,beef
2024-03-01,-3,4.960399479323045,4.516551028504774,4.49129888137971,0.4691005979433349,beef
2024-04-01,-2,4.710402429531863,4.646178874301276,4.620926727176212,0.08947570235565117,beef
2024-05-01,-1,4.588130352413326,4.7161978900318005,4.690945742906736,-0.1028153904934106,beef
2024-07-01,1,4.938181544355233,4.765440887637585,4.7401887405125205,0.19799280384271256,beef
2024-08-01,2,4.789516390610476,4.599471326863393,4.5742191797383285,0.21529721087214782,beef
2024-09-01,3,5.044131424930192,4.866986293608889,4.841734146483825,0.2023972784463668,beef
2024-10-01,4,4.937634524781711,4.8310013893063894,4.805749242181325,0.13188528260038535,beef
2024-11-01,5,5.041286803453831,4.768392518534246,4.743140371409182,0.29814643204464897,beef
2024-12-01,6,4.7166018001664725,4.833374287282387,4.808122140157323,-0.09152033999085063,beef
2025-01-01,7,4.736304059176088,4.808729261620824,4.78347711449576,-0.04717305531967231,beef
2025-02-01,8,4.793948690748397,4.83631766295909,4.811065515834025,-0.01711682508562884,beef
2025-03-01,9,4.804164651106781,4.664976227841577,4.639724080716513,0.16444057039026827,beef
2025-04-01,10,5.0049223217888175,4.664142389874669,4.638890242749604,0.3660320790392131,beef
2025-05-01,11,5.135839168314629,4.7459131768231995,4.720661029698135,0.41517813861649344,beef
2025-06-01,12,5.081700197040279,4.72871511490001,4.7034629677749455,0.3782372292653333,beef
2025-07-01,13,5.075044297600355,4.734695662823843,4.709443515698779,0.3656007819015761,beef
2025-08-01,14,4.997510795335997,4.665502566911166,4.640250419786102,0.3572603755498953,beef
2025-09-01,15,4.980957531534285,4.696224122775466,4.670971975650402,0.3099855558838831,beef
2025-10-01,16,4.48718359287027,4.670064496589926,4.644812349464861,-0.1576287565945913,beef
2025-11-01,17,4.9928221092037095,4.6776364963885735,4.652384349263509,0.3404377599402002,beef
2025-12-01,18,4.81504844629262,4.717996278056327,4.6927441309312625,0.12230431536135722,beef
2026-01-01,19,4.721285163466423,4.763289832464013,4.7380376853389485,-0.01675252187252596,beef
2026-02-01,20,4.777650568934156,4.8473664518509585,4.822114304725894,-0.044463735791738124,beef
2026-03-01,21,5.054232865535575,4.796658083262916,4.771405936137852,0.28282692939772236,beef
2026-04-01,22,5.155114267914335,4.783336304493203,4.758084157368139,0.3970301105461962,beef
2026-05-01,23,4.886109230091055,4.790346828999494,4.76509468187443,0.12101454821662472,beef
2026-06-01,24,4.816752890922497,4.7460624243048875,4.720810277179823,0.09594261374267354,beef
