period,relative_time,treated_mean,synthetic_control,synthetic_control_adjusted,gap,treatment_group
2023-10-01,-8,4.289958732290605,4.520805664732672,4.469629072368809,-0.1796703400782036,dairy_cattle
2023-11-01,-7,4.497616408670682,4.565894143177182,4.5147175508133195,-0.01710114214263747,dairy_cattle
2023-12-01,-6,4.6053367099983635,4.4539140433694175,4.402737451005555,0.20259925899280873,dairy_cattle
2024-01-01,-5,4.510777144221619,4.425260896804475,4.374084304440612,0.13669283978100655,dairy_cattle
2024-02-01,-4,4.4636562587260125,4.452125714172736,4.400949121808873,0.06270713691713947,dairy_cattle
2024-03-01,-3,4.433679422471742,4.281394441113258,4.230217848749395,0.20346157372234686,dairy_cattle
2024-04-01,-2,4.2701797676846285,4.439899339919259,4.388722747555396,-0.11854297987076734,dairy_cattle
2024-05-01,-1,4.526605666787057,4.490197382986738,4.439020790622875,0.08758487616418176,dairy_cattle
2024-07-01,1,4.712032643309987,4.483627335786665,4.432450743422803,0.2795818998871846,dairy_cattle
2024-08-01,2,4.509270770434501,4.433932807928462,4.3827562155646,0.12651455486990137,dairy_cattle
2024-09-01,3,4.5813765261589685,4.698641015476668,4.6474644231128055,-0.06608789695383699,dairy_cattle
2024-10-01,4,4.5302088232072535,4.558054397830934,4.506877805467071,0.023331017740182425,dairy_cattle
2024-11-01,5,4.251242601182839,4.486967594536494,4.435791002172631,-0.18454840098979197,dairy_cattle
2024-12-01,6,4.570056784522642,4.484451796909758,4.433275204545895,0.13678157997674667,dairy_cattle
2025-01-01,7,4.373799983031556,4.548182062966293,4.4970054706024305,-0.1232054875708748,dairy_cattle
2025-02-01,8,4.317638969031079,4.53457299383458,4.483396401470717,-0.16575743243963803,dairy_cattle
2025-03-01,9,4.491620110720902,4.474601967688145,4.423425375324283,0.06819473539661924,dairy_cattle
2025-04-01,10,4.579812314749225,4.4378662876571555,4.386689695293293,0.19312261945593256,dairy_cattle
2025-05-01,11,4.395794469014685,4.499296628084119,4.448120035720256,-0.05232556670557109,dairy_cattle
2025-06-01,12,4.466743581022579,4.463842807629933,4.4126662152660705,0.05407736575650812,dairy_cattle
2025-07-01,13,4.682195127342776,4.45371375351539,4.402537161151527,0.27965796619124905,dairy_cattle
2025-08-01,14,4.446260083666143,4.480828064309195,4.429651471945332,0.01660861172081063,dairy_cattle
2025-09-01,15,4.391084978455218,4.428271219188576,4.3770946268247135,0.013990351630504883,dairy_cattle
2025-10-01,16,4.265342925200393,4.46668356216594,4.4155069698020775,-0.1501640446016843,dairy_cattle
2025-11-01,17,4.263411225716392,4.5026947126711265,4.451518120307264,-0.18810689459087193,dairy_cattle
2025-12-01,18,4.63569099266836,4.482657863735087,4.431481271371224,0.20420972129713633,dairy_cattle
2026-01-01,19,4.367097126322173,4.534432142199593,4.4832555498357305,-0.1161584235135571,dairy_cattle
2026-02-01,20,4.424947397786816,4.539639093376436,4.488462501012573,-0.0635151032257566,dairy_cattle
2026-03-01,21,4.315908489849858,4.505067859640878,4.453891267277015,-0.13798277742715737,dairy_cattle
2026-04-01,22,4.476305709718983,4.510047053349576,4.458870460985713,0.017435248733270292,dairy_cattle
2026-05-01,23,4.410825369211141,4.499867136289709,4.448690543925847,-0.03786517471470585,dairy_cattle
2026-06-01,24,4.774988839053676,4.480763175489087,4.429586583125224,0.34540225592845175,dairy_cattle
