period,relative_time,series,mean_log_price,mean_price,units
2023-10-01,-2,beef,5.10538220361882,170.9081993533195,8
2024-01-01,-1,beef,5.263398580701605,294.6890817194793,8
2024-07-01,1,beef,5.089171059950223,164.65841741264344,8
2024-10-01,2,beef,5.764794221997051,449.8733116897656,8
2025-01-01,3,beef,5.645874899356331,397.3233716403115,8
2025-04-01,4,beef,5.838398813996217,474.21605197270213,8
2025-07-01,5,beef,5.298092156722428,208.1143947212321,8
2025-10-01,6,beef,5.382000004017729,281.8575388246148,8
2026-01-01,7,beef,5.664262035583639,433.52307488592305,8
2026-04-01,8,beef,5.465782600320812,296.39409966613056,8
2023-10-01,-2,control_food,5.389449019792559,505.5108286928795,70
2024-01-01,-1,control_food,5.33179605033795,404.27975726529576,72
2024-07-01,1,control_food,5.211162480511664,422.0818832633395,71
2024-10-01,2,control_food,5.441070301042094,471.2569288366162,69
2025-01-01,3,control_food,5.42617984766901,444.3654063963232,72
2025-04-01,4,control_food,5.337904533366386,594.0885005147477,70
2025-07-01,5,control_food,5.31324420717528,361.08067014459544,71
2025-10-01,6,control_food,5.339399336521661,358.4443134636825,70
2026-01-01,7,control_food,5.206168656665813,428.4710724923253,72
2026-04-01,8,control_food,5.123366929524132,509.6682160426394,71
2023-10-01,-2,dairy_cattle,5.440451363686838,266.3002442953385,8
2024-01-01,-1,dairy_cattle,5.2958653439791,241.48739523464135,8
2024-07-01,1,dairy_cattle,5.399806596886362,254.35850626131472,8
2024-10-01,2,dairy_cattle,5.504197483100663,282.518989954671,8
2025-01-01,3,dairy_cattle,5.580625783032103,320.11865919585097,8
2025-04-01,4,dairy_cattle,5.717477834345107,370.86493941448146,8
2025-07-01,5,dairy_cattle,5.365876003416369,274.8985151024007,8
2025-10-01,6,dairy_cattle,5.360260779381864,281.1949529328447,8
2026-01-01,7,dairy_cattle,5.344476213951776,263.5250748547753,8
2026-04-01,8,dairy_cattle,5.407274868026839,301.641154316339,8
2023-10-01,-2,lamb_sheep_goat,5.853189830519872,1084.1716858298637,7
2024-01-01,-1,lamb_sheep_goat,5.6156202472218775,639.4371372225744,8
2024-07-01,1,lamb_sheep_goat,4.8853612085649845,141.19646192949628,7
2024-10-01,2,lamb_sheep_goat,5.6708394015834385,590.5837757019926,7
2025-01-01,3,lamb_sheep_goat,5.290510162842424,214.60351902503712,8
2025-04-01,4,lamb_sheep_goat,5.0606652313448395,161.96509919774098,7
2025-07-01,5,lamb_sheep_goat,5.468723071941123,334.1739398357913,8
2025-10-01,6,lamb_sheep_goat,5.117743185831224,182.42983768958032,8
2026-01-01,7,lamb_sheep_goat,4.965040420860165,147.79705149524094,7
2026-04-01,8,lamb_sheep_goat,4.98361266238203,148.49287320848944,7
2023-10-01,-2,mixed_livestock,4.77747533944905,121.63499011537257,8
2024-01-01,-1,mixed_livestock,4.817593327305705,126.18246089497228,8
2024-07-01,1,mixed_livestock,4.645837319802171,108.39856189831403,8
2024-10-01,2,mixed_livestock,5.6628710497640125,770.1597247179749,8
2025-01-01,3,mixed_livestock,5.85979784232244,896.669105712328,8
2025-04-01,4,mixed_livestock,5.83951280567001,1086.600614261563,8
2025-07-01,5,mixed_livestock,6.158234817635463,1297.2973792614334,8
2025-10-01,6,mixed_livestock,5.952843605804755,1081.9445394725335,8
2026-01-01,7,mixed_livestock,5.903009689127442,1054.253027744524,8
2026-04-01,8,mixed_livestock,5.5247466228108,984.087816820752,8
2023-10-01,-2,pork,5.191009786896531,233.56340375321886,8
2024-01-01,-1,pork,4.84456054803557,130.07892942516324,8
2024-07-01,1,pork,5.108994704384129,218.39113865951614,8
2024-10-01,2,pork,4.825403075984143,127.15458608034582,8
2025-01-01,3,pork,4.982229728657431,167.7452110095582,8
2025-04-01,4,pork,5.431865668612598,532.2260405295723,8
2025-07-01,5,pork,5.049463474074792,175.15567020488197,8
2025-10-01,6,pork,5.377726619089496,435.77148112939744,8
2026-01-01,7,pork,5.431329311084828,781.1375162562042,8
2026-04-01,8,pork,5.36697033569124,691.2235672670757,8
